BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
14, 0.0033110983, 0.0000004115, 43, 1.125, 1.176, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.051, 3020145883113.31, 3020145883113.31
15, 0.0001542993, 0.0000000097, 18, 0.116, 2.643, 0.0001542993, 0.0000000097, 36, 0.0000866447, 0.0000000077, 334, 16.879, 1.00, 0.56
16, 0.0001903350, 0.0000000134, 18, 0.072, 2.599, 0.0001903350, 0.0000000134, 22, 0.0000625234, 0.0000000011, 200, 10.107, 1.00, 0.33
17, 0.0000022777, 0.0000000009, 12, 0.037, 2.007, 0.0000022777, 0.0000000009, 39, 0.0000022777, 0.0000000009, 39, 1.971, 1.00, 1.00
TOP: 100
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-100 time(s), Meta-100 std(s), trials-100, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-100, speedup-10k
0, 0.0000983150, 0.0000005572, 18, 0.171, 5.225, 0.0000983150, 0.0000005572, 98, 0.0000943525, 0.0000001843, 873, 44.118, 1.00, 0.96
1, 0.0000212549, 0.0000000497, 2, 0.021, 0.072, 0.0000212549, 0.0000000497, 1, 0.0000212549, 0.0000000497, 1, 0.051, 1.00, 1.00
2, 0.0001013755, 0.0000000000, 47, 0.536, 5.590, 0.0001146001, 0.0000000598, 70, 0.0000909042, 0.0000010939, 976, 49.323, 1.13, 0.90
3, 0.0000113302, 0.0000000020, 2, 0.021, 0.172, 0.0000113302, 0.0000000020, 3, 0.0000113302, 0.0000000020, 3, 0.152, 1.00, 1.00
4, 0.0000781204, 0.0000010144, 16, 0.147, 5.201, 0.0000781204, 0.0000010144, 90, 0.0000682810, 0.0000009192, 395, 19.962, 1.00, 0.87
5, 0.0002027619, 0.0000002089, 18, 0.192, 5.245, 0.0002027619, 0.0000002089, 46, 0.0001132625, 0.0000014897, 1047, 52.911, 1.00, 0.56
6, 0.0000029076, 0.0000000008, 2, 0.020, 0.778, 0.0000029076, 0.0000000008, 15, 0.0000029076, 0.0000000008, 15, 0.758, 1.00, 1.00
7, 0.0001373098, 0.0000004722, 18, 0.102, 5.156, 0.0001373098, 0.0000004722, 98, 0.0000877419, 0.0000010880, 899, 45.432, 1.00, 0.64
8, 0.0001933348, 0.0000023478, 10, 0.185, 5.238, 0.0001933348, 0.0000023478, 71, 0.0001669714, 0.0000022080, 1666, 84.193, 1.00, 0.86
9, 0.0000023245, 0.0000000022, 2, 0.020, 2.042, 0.0000023245, 0.0000000022, 40, 0.0000023245, 0.0000000022, 40, 2.021, 1.00, 1.00
10, 0.0001024101, 0.0000001824, 18, 0.120, 5.174, 0.0001024101, 0.0000001824, 6, 0.0000490637, 0.0000005538, 1051, 53.113, 1.00, 0.48
11, 0.0000022378, 0.0000000003, 2, 0.020, 1.334, 0.0000022378, 0.0000000003, 26, 0.0000022378, 0.0000000003, 26, 1.314, 1.00, 1.00
12, 0.0000043731, 0.0000000132, 2, 0.020, 0.980, 0.0000043731, 0.0000000132, 19, 0.0000043731, 0.0000000132, 19, 0.960, 1.00, 1.00
13, 0.0000022714, 0.0000000090, 2, 0.020, 0.070, 0.0000022714, 0.0000000090, 1, 0.0000022714, 0.0000000090, 1, 0.051, 1.00, 1.00
14, 0.0034179143, 0.0000026739, 46, 1.161, 1.212, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.051, 2925760866056.42, 2925760866056.42
15, 0.0001042161, 0.0000000132, 18, 0.120, 5.174, 0.0001042161, 0.0000000132, 99, 0.0000866447, 0.0000000077, 334, 16.879, 1.00, 0.83
16, 0.0000720915, 0.0000000015, 18, 0.071, 5.124, 0.0000720915, 0.0000000015, 94, 0.0000625234, 0.0000000011, 200, 10.107, 1.00, 0.87
17, 0.0000022777, 0.0000000009, 12, 0.037, 2.008, 0.0000022777, 0.0000000009, 39, 0.0000022777, 0.0000000009, 39, 1.971, 1.00, 1.00
TOP: 200
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-200 time(s), Meta-200 std(s), trials-200, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-200, speedup-10k
0, 0.0000953088, 0.0000001260, 18, 0.174, 10.281, 0.0000953088, 0.0000001260, 106, 0.0000943525, 0.0000001843, 873, 44.118, 1.00, 0.99
1, 0.0000212549, 0.0000000497, 2, 0.021, 0.072, 0.0000212549, 0.0000000497, 1, 0.0000212549, 0.0000000497, 1, 0.051, 1.00, 1.00
2, 0.0001004680, 0.0000012549, 18, 0.167, 10.274, 0.0001004680, 0.0000012549, 145, 0.0000909042, 0.0000010939, 976, 49.323, 1.00, 0.90
3, 0.0000113302, 0.0000000020, 2, 0.021, 0.172, 0.0000113302, 0.0000000020, 3, 0.0000113302, 0.0000000020, 3, 0.152, 1.00, 1.00
4, 0.0000751848, 0.0000006716, 18, 0.169, 10.276, 0.0000751848, 0.0000006716, 196, 0.0000682810, 0.0000009192, 395, 19.962, 1.00, 0.91
5, 0.0001482125, 0.0000011120, 18, 0.182, 10.290, 0.0001482125, 0.0000011120, 151, 0.0001132625, 0.0000014897, 1047, 52.911, 1.00, 0.76
6, 0.0000029076, 0.0000000008, 2, 0.020, 0.778, 0.0000029076, 0.0000000008, 15, 0.0000029076, 0.0000000008, 15, 0.758, 1.00, 1.00
7, 0.0001205162, 0.0000007865, 18, 0.101, 10.208, 0.0001205162, 0.0000007865, 196, 0.0000877419, 0.0000010880, 899, 45.432, 1.00, 0.73
8, 0.0001870614, 0.0000014914, 10, 0.184, 10.292, 0.0001870614, 0.0000014914, 148, 0.0001669714, 0.0000022080, 1666, 84.193, 1.00, 0.89
9, 0.0000023245, 0.0000000022, 2, 0.020, 2.042, 0.0000023245, 0.0000000022, 40, 0.0000023245, 0.0000000022, 40, 2.021, 1.00, 1.00
10, 0.0001024101, 0.0000001824, 18, 0.118, 10.226, 0.0001024101, 0.0000001824, 6, 0.0000490637, 0.0000005538, 1051, 53.113, 1.00, 0.48
11, 0.0000022378, 0.0000000003, 2, 0.020, 1.334, 0.0000022378, 0.0000000003, 26, 0.0000022378, 0.0000000003, 26, 1.314, 1.00, 1.00
12, 0.0000043731, 0.0000000132, 2, 0.020, 0.981, 0.0000043731, 0.0000000132, 19, 0.0000043731, 0.0000000132, 19, 0.960, 1.00, 1.00
13, 0.0000022714, 0.0000000090, 2, 0.020, 0.071, 0.0000022714, 0.0000000090, 1, 0.0000022714, 0.0000000090, 1, 0.051, 1.00, 1.00
14, 0.0034182453, 0.0000015118, 44, 1.122, 1.172, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.051, 2925477554956.07, 2925477554956.07
15, 0.0000878933, 0.0000002414, 34, 0.218, 10.326, 0.0000879362, 0.0000000093, 200, 0.0000866447, 0.0000000077, 334, 16.879, 1.00, 0.99
16, 0.0000625234, 0.0000000011, 18, 0.080, 10.187, 0.0000625234, 0.0000000011, 200, 0.0000625234, 0.0000000011, 200, 10.107, 1.00, 1.00
17, 0.0000022777, 0.0000000009, 12, 0.037, 2.008, 0.0000022777, 0.0000000009, 39, 0.0000022777, 0.0000000009, 39, 1.971, 1.00, 1.00
TOP: 300
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-300 time(s), Meta-300 std(s), trials-300, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-300, speedup-10k
0, 0.0000953088, 0.0000001260, 18, 0.173, 15.334, 0.0000953088, 0.0000001260, 106, 0.0000943525, 0.0000001843, 873, 44.118, 1.00, 0.99
1, 0.0000212549, 0.0000000497, 2, 0.021, 0.072, 0.0000212549, 0.0000000497, 1, 0.0000212549, 0.0000000497, 1, 0.051, 1.00, 1.00
2, 0.0000979341, 0.0000014366, 17, 0.180, 15.341, 0.0000979341, 0.0000014366, 287, 0.0000909042, 0.0000010939, 976, 49.323, 1.00, 0.93
3, 0.0000113302, 0.0000000020, 2, 0.021, 0.172, 0.0000113302, 0.0000000020, 3, 0.0000113302, 0.0000000020, 3, 0.152, 1.00, 1.00
4, 0.0000702990, 0.0000006748, 18, 0.186, 15.347, 0.0000702990, 0.0000006748, 268, 0.0000682810, 0.0000009192, 395, 19.962, 1.00, 0.97
5, 0.0001360111, 0.0000009654, 18, 0.182, 15.342, 0.0001360111, 0.0000009654, 258, 0.0001132625, 0.0000014897, 1047, 52.911, 1.00, 0.83
6, 0.0000029076, 0.0000000008, 2, 0.020, 0.778, 0.0000029076, 0.0000000008, 15, 0.0000029076, 0.0000000008, 15, 0.758, 1.00, 1.00
7, 0.0000965970, 0.0000006388, 52, 0.330, 15.491, 0.0001039662, 0.0000008842, 265, 0.0000877419, 0.0000010880, 899, 45.432, 1.08, 0.91
8, 0.0001691906, 0.0000019823, 11, 0.170, 15.331, 0.0001691906, 0.0000019823, 262, 0.0001669714, 0.0000022080, 1666, 84.193, 1.00, 0.99
9, 0.0000023245, 0.0000000022, 2, 0.020, 2.042, 0.0000023245, 0.0000000022, 40, 0.0000023245, 0.0000000022, 40, 2.021, 1.00, 1.00
10, 0.0000631142, 0.0000009202, 51, 0.525, 15.686, 0.0000719634, 0.0000001243, 260, 0.0000490637, 0.0000005538, 1051, 53.113, 1.14, 0.78
11, 0.0000022378, 0.0000000003, 2, 0.020, 1.334, 0.0000022378, 0.0000000003, 26, 0.0000022378, 0.0000000003, 26, 1.314, 1.00, 1.00
12, 0.0000043731, 0.0000000132, 2, 0.020, 0.980, 0.0000043731, 0.0000000132, 19, 0.0000043731, 0.0000000132, 19, 0.960, 1.00, 1.00
13, 0.0000022714, 0.0000000090, 2, 0.020, 0.070, 0.0000022714, 0.0000000090, 1, 0.0000022714, 0.0000000090, 1, 0.051, 1.00, 1.00
14, 0.0034121067, 0.0000009202, 53, 1.425, 1.475, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.051, 2930740734951.62, 2930740734951.62
15, 0.0000879320, 0.0000000150, 18, 0.128, 15.288, 0.0000879320, 0.0000000150, 203, 0.0000866447, 0.0000000077, 334, 16.879, 1.00, 0.99
16, 0.0000625234, 0.0000000011, 18, 0.072, 10.180, 0.0000625234, 0.0000000011, 200, 0.0000625234, 0.0000000011, 200, 10.107, 1.00, 1.00
17, 0.0000022777, 0.0000000009, 12, 0.036, 2.007, 0.0000022777, 0.0000000009, 39, 0.0000022777, 0.0000000009, 39, 1.971, 1.00, 1.00
TOP: 1000
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1000 time(s), Meta-1000 std(s), trials-1000, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1000, speedup-10k
0, 0.0000943525, 0.0000001843, 18, 0.199, 44.317, 0.0000943525, 0.0000001843, 873, 0.0000943525, 0.0000001843, 873, 44.118, 1.00, 1.00
1, 0.0000212549, 0.0000000497, 2, 0.021, 0.072, 0.0000212549, 0.0000000497, 1, 0.0000212549, 0.0000000497, 1, 0.051, 1.00, 1.00
2, 0.0000909042, 0.0000010939, 18, 0.200, 49.524, 0.0000909042, 0.0000010939, 976, 0.0000909042, 0.0000010939, 976, 49.323, 1.00, 1.00
3, 0.0000113302, 0.0000000020, 2, 0.021, 0.172, 0.0000113302, 0.0000000020, 3, 0.0000113302, 0.0000000020, 3, 0.152, 1.00, 1.00
4, 0.0000682810, 0.0000009192, 18, 0.205, 20.167, 0.0000682810, 0.0000009192, 395, 0.0000682810, 0.0000009192, 395, 19.962, 1.00, 1.00
5, 0.0001136919, 0.0000009994, 17, 0.158, 50.694, 0.0001136919, 0.0000009994, 979, 0.0001132625, 0.0000014897, 1047, 52.911, 1.00, 1.00
6, 0.0000029076, 0.0000000008, 2, 0.021, 0.779, 0.0000029076, 0.0000000008, 15, 0.0000029076, 0.0000000008, 15, 0.758, 1.00, 1.00
7, 0.0000877419, 0.0000010880, 18, 0.106, 45.538, 0.0000877419, 0.0000010880, 899, 0.0000877419, 0.0000010880, 899, 45.432, 1.00, 1.00
8, 0.0001680584, 0.0000026331, 18, 0.146, 50.682, 0.0001680584, 0.0000026331, 834, 0.0001669714, 0.0000022080, 1666, 84.193, 1.00, 0.99
9, 0.0000023245, 0.0000000022, 2, 0.020, 2.042, 0.0000023245, 0.0000000022, 40, 0.0000023245, 0.0000000022, 40, 2.021, 1.00, 1.00
10, 0.0000494199, 0.0000005357, 18, 0.106, 50.642, 0.0000494199, 0.0000005357, 976, 0.0000490637, 0.0000005538, 1051, 53.113, 1.00, 0.99
11, 0.0000022378, 0.0000000003, 2, 0.020, 1.334, 0.0000022378, 0.0000000003, 26, 0.0000022378, 0.0000000003, 26, 1.314, 1.00, 1.00
12, 0.0000043731, 0.0000000132, 2, 0.020, 0.980, 0.0000043731, 0.0000000132, 19, 0.0000043731, 0.0000000132, 19, 0.960, 1.00, 1.00
13, 0.0000022714, 0.0000000090, 2, 0.020, 0.070, 0.0000022714, 0.0000000090, 1, 0.0000022714, 0.0000000090, 1, 0.051, 1.00, 1.00
14, 0.0030964265, 0.0000004685, 51, 1.342, 1.392, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.051, 3229529265429.04, 3229529265429.04
15, 0.0000866447, 0.0000000077, 18, 0.119, 16.998, 0.0000866447, 0.0000000077, 334, 0.0000866447, 0.0000000077, 334, 16.879, 1.00, 1.00
16, 0.0000625234, 0.0000000011, 18, 0.072, 10.180, 0.0000625234, 0.0000000011, 200, 0.0000625234, 0.0000000011, 200, 10.107, 1.00, 1.00
17, 0.0000022777, 0.0000000009, 12, 0.037, 2.007, 0.0000022777, 0.0000000009, 39, 0.0000022777, 0.0000000009, 39, 1.971, 1.00, 1.00
BENCH: resnet18
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
0, 0.0000249632, 0.0000018376, 18, 0.093, 0.132, 0.0000249632, 0.0000018376, 11, 0.0000084154, 0.0000000001, 137, 5.425, 1.00, 0.34
1, 0.0000274772, 0.0000002416, 39, 1.088, 1.127, 0.0002176140, 0.0000060819, 1, 0.0000068988, 0.0000000025, 181, 7.167, 7.92, 0.25
2, 0.0000139623, 0.0000005960, 27, 0.209, 0.248, 0.0000149851, 0.0000009596, 1, 0.0000084988, 0.0000000138, 18, 0.713, 1.07, 0.61
3, 0.0000922138, 0.0000059778, 17, 0.082, 0.122, 0.0000922138, 0.0000059778, 1, 0.0000253160, 0.0000000112, 323, 12.790, 1.00, 0.27
4, 0.0000038833, 0.0000002034, 2, 0.021, 0.060, 0.0000038833, 0.0000002034, 6, 0.0000034058, 0.0000000089, 50, 1.980, 1.00, 0.88
5, 0.0000449900, 0.0000030591, 18, 0.181, 0.221, 0.0000449900, 0.0000030591, 1, 0.0000171143, 0.0000000325, 754, 29.857, 1.00, 0.38
6, 0.0000478126, 0.0000022824, 18, 0.207, 0.247, 0.0000478126, 0.0000022824, 2, 0.0000166839, 0.0000000212, 725, 28.709, 1.00, 0.35
7, 0.0000547835, 0.0000000000, 42, 0.273, 0.312, 0.0000576077, 0.0000022558, 1, 0.0000187517, 0.0000000470, 450, 17.819, 1.05, 0.34
8, 0.0000621170, 0.0000007084, 52, 0.415, 0.455, 0.0034005372, 0.0001492781, 1, 0.0000187007, 0.0000000310, 283, 11.206, 54.74, 0.30
9, 0.0000808958, 0.0000004180, 35, 0.217, 0.257, 0.0000968281, 0.0000073766, 1, 0.0000187861, 0.0000000619, 642, 25.422, 1.20, 0.23
10, 0.0009242985, 0.0000053500, 35, 0.358, 0.398, 0.0010610909, 0.0000749752, 1, 0.0000254171, 0.0000000013, 583, 23.086, 1.15, 0.03
11, 0.0001136894, 0.0000073504, 18, 0.113, 0.152, 0.0001136894, 0.0000073504, 1, 0.0000284826, 0.0000000670, 515, 20.393, 1.00, 0.25
12, 0.0011204262, 0.0000004827, 22, 0.297, 0.337, 0.0012046971, 0.0000889998, 1, 0.0000221176, 0.0000000044, 899, 35.599, 1.08, 0.02
13, 0.0005549755, 0.0000012152, 76, 0.704, 0.744, 0.0009470191, 0.0000514716, 1, 0.0000429251, 0.0000000888, 369, 14.612, 1.71, 0.08
14, 0.0001135373, 0.0000040090, 18, 0.124, 0.163, 0.0001135373, 0.0000040090, 1, 0.0000297708, 0.0000000078, 604, 23.917, 1.00, 0.26
15, 0.0000665117, 0.0000006564, 69, 0.472, 0.512, 0.0000908938, 0.0000037286, 1, 0.0000294820, 0.0000000096, 1222, 48.389, 1.37, 0.44
16, 0.0000023485, 0.0000000029, 2, 0.020, 0.060, 0.0000023485, 0.0000000029, 1, 0.0000022980, 0.0000000007, 24, 0.950, 1.00, 0.98
17, 0.0000023042, 0.0000000048, 2, 0.020, 0.060, 0.0000023042, 0.0000000048, 1, 0.0000022850, 0.0000000039, 2, 0.079, 1.00, 0.99
18, 0.0000267675, 0.0000002036, 52, 0.267, 0.307, 0.0000337299, 0.0000025333, 1, 0.0000077559, 0.0000000000, 169, 6.692, 1.26, 0.29
19, 0.0000134505, 0.0000002670, 12, 0.061, 0.101, 0.0000145589, 0.0000010229, 1, 0.0000022501, 0.0000000047, 31, 1.228, 1.08, 0.17
TOP: 10
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-10 time(s), Meta-10 std(s), trials-10, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-10, speedup-10k
0, 0.0000249632, 0.0000018376, 18, 0.093, 0.489, 0.0000249632, 0.0000018376, 11, 0.0000084154, 0.0000000001, 137, 5.425, 1.00, 0.34
1, 0.0000285986, 0.0000000005, 18, 0.070, 0.466, 0.0000285986, 0.0000000005, 6, 0.0000068988, 0.0000000025, 181, 7.167, 1.00, 0.24
2, 0.0000109568, 0.0000000302, 18, 0.063, 0.459, 0.0000109568, 0.0000000302, 5, 0.0000084988, 0.0000000138, 18, 0.713, 1.00, 0.78
3, 0.0000343716, 0.0000000214, 18, 0.093, 0.489, 0.0000343716, 0.0000000214, 2, 0.0000253160, 0.0000000112, 323, 12.790, 1.00, 0.74
4, 0.0000038833, 0.0000002034, 2, 0.021, 0.417, 0.0000038833, 0.0000002034, 6, 0.0000034058, 0.0000000089, 50, 1.980, 1.00, 0.88
5, 0.0000309656, 0.0000000923, 17, 0.206, 0.602, 0.0000309656, 0.0000000923, 5, 0.0000171143, 0.0000000325, 754, 29.857, 1.00, 0.55
6, 0.0000370160, 0.0000000063, 18, 0.256, 0.652, 0.0000370160, 0.0000000063, 10, 0.0000166839, 0.0000000212, 725, 28.709, 1.00, 0.45
7, 0.0000292264, 0.0000000673, 10, 0.080, 0.476, 0.0000292264, 0.0000000673, 7, 0.0000187517, 0.0000000470, 450, 17.819, 1.00, 0.64
8, 0.0000477629, 0.0000001512, 18, 0.085, 0.481, 0.0000477629, 0.0000001512, 9, 0.0000187007, 0.0000000310, 283, 11.206, 1.00, 0.39
9, 0.0000295716, 0.0000000065, 18, 0.091, 0.487, 0.0000295716, 0.0000000065, 9, 0.0000187861, 0.0000000619, 642, 25.422, 1.00, 0.64
10, 0.0001047892, 0.0000002416, 32, 0.245, 0.641, 0.0001210654, 0.0000000066, 8, 0.0000254171, 0.0000000013, 583, 23.086, 1.16, 0.24
11, 0.0000619992, 0.0000000069, 18, 0.098, 0.494, 0.0000619992, 0.0000000069, 3, 0.0000284826, 0.0000000670, 515, 20.393, 1.00, 0.46
12, 0.0000942682, 0.0000000052, 18, 0.093, 0.489, 0.0000942682, 0.0000000052, 9, 0.0000221176, 0.0000000044, 899, 35.599, 1.00, 0.23
13, 0.0001710078, 0.0000004178, 62, 0.382, 0.778, 0.0003243966, 0.0000000135, 10, 0.0000429251, 0.0000000888, 369, 14.612, 1.90, 0.25
14, 0.0000611973, 0.0000001050, 18, 0.115, 0.511, 0.0000611973, 0.0000001050, 3, 0.0000297708, 0.0000000078, 604, 23.917, 1.00, 0.49
15, 0.0000665597, 0.0000004180, 52, 0.345, 0.741, 0.0000865986, 0.0000002803, 2, 0.0000294820, 0.0000000096, 1222, 48.389, 1.30, 0.44
16, 0.0000023035, 0.0000000003, 2, 0.020, 0.416, 0.0000023035, 0.0000000003, 7, 0.0000022980, 0.0000000007, 24, 0.950, 1.00, 1.00
17, 0.0000022850, 0.0000000039, 2, 0.020, 0.099, 0.0000022850, 0.0000000039, 2, 0.0000022850, 0.0000000039, 2, 0.079, 1.00, 1.00
18, 0.0000131247, 0.0000000024, 18, 0.086, 0.482, 0.0000131247, 0.0000000024, 2, 0.0000077559, 0.0000000000, 169, 6.692, 1.00, 0.59
19, 0.0000023571, 0.0000000016, 12, 0.038, 0.434, 0.0000023571, 0.0000000016, 5, 0.0000022501, 0.0000000047, 31, 1.228, 1.00, 0.95
TOP: 50
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-50 time(s), Meta-50 std(s), trials-50, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-50, speedup-10k
0, 0.0000214078, 0.0000000005, 18, 0.067, 2.047, 0.0000214078, 0.0000000005, 24, 0.0000084154, 0.0000000001, 137, 5.425, 1.00, 0.39
1, 0.0000127981, 0.0000000175, 14, 0.234, 2.214, 0.0000127981, 0.0000000175, 41, 0.0000068988, 0.0000000025, 181, 7.167, 1.00, 0.54
2, 0.0000084988, 0.0000000138, 18, 0.064, 0.777, 0.0000084988, 0.0000000138, 18, 0.0000084988, 0.0000000138, 18, 0.713, 1.00, 1.00
3, 0.0000343716, 0.0000000214, 17, 0.078, 2.058, 0.0000343716, 0.0000000214, 2, 0.0000253160, 0.0000000112, 323, 12.790, 1.00, 0.74
4, 0.0000034058, 0.0000000089, 2, 0.021, 2.001, 0.0000034058, 0.0000000089, 50, 0.0000034058, 0.0000000089, 50, 1.980, 1.00, 1.00
5, 0.0000252119, 0.0000000005, 18, 0.168, 2.148, 0.0000252119, 0.0000000005, 43, 0.0000171143, 0.0000000325, 754, 29.857, 1.00, 0.68
6, 0.0000370160, 0.0000000063, 18, 0.258, 2.238, 0.0000370160, 0.0000000063, 10, 0.0000166839, 0.0000000212, 725, 28.709, 1.00, 0.45
7, 0.0000292264, 0.0000000673, 10, 0.079, 2.058, 0.0000292264, 0.0000000673, 7, 0.0000187517, 0.0000000470, 450, 17.819, 1.00, 0.64
8, 0.0000407324, 0.0000000035, 17, 0.097, 2.077, 0.0000407324, 0.0000000035, 43, 0.0000187007, 0.0000000310, 283, 11.206, 1.00, 0.46
9, 0.0000259551, 0.0000000079, 18, 0.093, 2.073, 0.0000259551, 0.0000000079, 12, 0.0000187861, 0.0000000619, 642, 25.422, 1.00, 0.72
10, 0.0000827283, 0.0000001853, 18, 0.072, 2.052, 0.0000827283, 0.0000001853, 23, 0.0000254171, 0.0000000013, 583, 23.086, 1.00, 0.31
11, 0.0000450884, 0.0000000010, 18, 0.150, 2.130, 0.0000450884, 0.0000000010, 31, 0.0000284826, 0.0000000670, 515, 20.393, 1.00, 0.63
12, 0.0000330002, 0.0000000273, 18, 0.091, 2.071, 0.0000330002, 0.0000000273, 20, 0.0000221176, 0.0000000044, 899, 35.599, 1.00, 0.67
13, 0.0000623437, 0.0000000020, 18, 0.079, 2.059, 0.0000623437, 0.0000000020, 48, 0.0000429251, 0.0000000888, 369, 14.612, 1.00, 0.69
14, 0.0000603275, 0.0000000040, 10, 0.090, 2.070, 0.0000603275, 0.0000000040, 24, 0.0000297708, 0.0000000078, 604, 23.917, 1.00, 0.49
15, 0.0000638218, 0.0000000212, 18, 0.111, 2.091, 0.0000638218, 0.0000000212, 21, 0.0000294820, 0.0000000096, 1222, 48.389, 1.00, 0.46
16, 0.0000022980, 0.0000000007, 2, 0.020, 0.971, 0.0000022980, 0.0000000007, 24, 0.0000022980, 0.0000000007, 24, 0.950, 1.00, 1.00
17, 0.0000022850, 0.0000000039, 2, 0.020, 0.099, 0.0000022850, 0.0000000039, 2, 0.0000022850, 0.0000000039, 2, 0.079, 1.00, 1.00
18, 0.0000107825, 0.0000000001, 18, 0.062, 2.042, 0.0000107825, 0.0000000001, 45, 0.0000077559, 0.0000000000, 169, 6.692, 1.00, 0.72
19, 0.0000022501, 0.0000000047, 10, 0.033, 1.261, 0.0000022501, 0.0000000047, 31, 0.0000022501, 0.0000000047, 31, 1.228, 1.00, 1.00
TOP: 100
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-100 time(s), Meta-100 std(s), trials-100, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-100, speedup-10k
0, 0.0000091837, 0.0000000002, 14, 0.109, 4.069, 0.0000091837, 0.0000000002, 67, 0.0000084154, 0.0000000001, 137, 5.425, 1.00, 0.92
1, 0.0000088338, 0.0000000246, 13, 0.086, 4.046, 0.0000088338, 0.0000000246, 65, 0.0000068988, 0.0000000025, 181, 7.167, 1.00, 0.78
2, 0.0000084988, 0.0000000138, 18, 0.072, 0.784, 0.0000084988, 0.0000000138, 18, 0.0000084988, 0.0000000138, 18, 0.713, 1.00, 1.00
3, 0.0000343716, 0.0000000214, 17, 0.081, 4.041, 0.0000343716, 0.0000000214, 2, 0.0000253160, 0.0000000112, 323, 12.790, 1.00, 0.74
4, 0.0000034058, 0.0000000089, 2, 0.021, 2.001, 0.0000034058, 0.0000000089, 50, 0.0000034058, 0.0000000089, 50, 1.980, 1.00, 1.00
5, 0.0000186097, 0.0000000010, 18, 0.154, 4.114, 0.0000186097, 0.0000000010, 85, 0.0000171143, 0.0000000325, 754, 29.857, 1.00, 0.92
6, 0.0000279943, 0.0000000076, 17, 0.170, 4.129, 0.0000279943, 0.0000000076, 59, 0.0000166839, 0.0000000212, 725, 28.709, 1.00, 0.60
7, 0.0000260004, 0.0000000629, 10, 0.100, 4.059, 0.0000260004, 0.0000000629, 93, 0.0000187517, 0.0000000470, 450, 17.819, 1.00, 0.72
8, 0.0000236958, 0.0000002644, 100, 0.564, 4.524, 0.0000306756, 0.0000000030, 90, 0.0000187007, 0.0000000310, 283, 11.206, 1.29, 0.79
9, 0.0000259551, 0.0000000079, 18, 0.088, 4.048, 0.0000259551, 0.0000000079, 12, 0.0000187861, 0.0000000619, 642, 25.422, 1.00, 0.72
10, 0.0000689050, 0.0000000021, 18, 0.080, 4.040, 0.0000689050, 0.0000000021, 89, 0.0000254171, 0.0000000013, 583, 23.086, 1.00, 0.37
11, 0.0000404693, 0.0000000162, 12, 0.083, 4.043, 0.0000404693, 0.0000000162, 63, 0.0000284826, 0.0000000670, 515, 20.393, 1.00, 0.70
12, 0.0000330002, 0.0000000273, 18, 0.100, 4.059, 0.0000330002, 0.0000000273, 20, 0.0000221176, 0.0000000044, 899, 35.599, 1.00, 0.67
13, 0.0000559572, 0.0000002579, 35, 0.186, 4.146, 0.0000616577, 0.0000000016, 70, 0.0000429251, 0.0000000888, 369, 14.612, 1.10, 0.77
14, 0.0000603275, 0.0000000040, 10, 0.091, 4.051, 0.0000603275, 0.0000000040, 24, 0.0000297708, 0.0000000078, 604, 23.917, 1.00, 0.49
